id,code,name,parent_id/id,user_type/id,type,reconcile
"marcos_l10n_do.default_chart_a_account_590","61165","Gastos de Años Anteriores No Admitidos","marcos_l10n_do.default_chart_a_account_585","account.data_account_type_expense","Regular","False"
"marcos_l10n_do.default_chart_a_account_591","61166","Otros Gastos No Deducible ISR","marcos_l10n_do.default_chart_a_account_585","account.data_account_type_expense","Regular","False"
"marcos_l10n_do.default_chart_a_account_592","61167","Otros Gastos Generales y Administrativos","marcos_l10n_do.default_chart_a_account_585","account.data_account_type_expense","Regular","False"
"marcos_l10n_do.default_chart_a_account_593","6117","Gastos Financieros","marcos_l10n_do.default_chart_a_account_706","account.account_type_expense_view1","Vista","False"
"marcos_l10n_do.default_chart_a_account_594","61171","Cargos Bancarios","marcos_l10n_do.default_chart_a_account_593","account.data_account_type_expense","Regular","False"
"marcos_l10n_do.default_chart_a_account_595","61172","Cargos Carnet","marcos_l10n_do.default_chart_a_account_593","account.data_account_type_expense","Regular","False"
"marcos_l10n_do.default_chart_a_account_596","61173","Pérdida en Ajuste por Tipo de Cambio","marcos_l10n_do.default_chart_a_account_593","account.data_account_type_expense","Regular","False"
"marcos_l10n_do.default_chart_a_account_597","61174","Intereses sobre Prestamos Bancarios","marcos_l10n_do.default_chart_a_account_593","account.data_account_type_expense","Regular","False"
"marcos_l10n_do.default_chart_a_account_598","61175","Intereses sobre Prestamos Particulares","marcos_l10n_do.default_chart_a_account_593","account.data_account_type_expense","Regular","False"
"marcos_l10n_do.default_chart_a_account_599","6118","Impuestos sobre la Renta","marcos_l10n_do.default_chart_a_account_706","account.account_type_expense_view1","Vista","False"
"marcos_l10n_do.default_chart_a_account_600","61181","Impuestos sobre la Renta Corrientes","marcos_l10n_do.default_chart_a_account_599","account.data_account_type_expense","Regular","False"
"marcos_l10n_do.default_chart_a_account_601","61182","Impuestos sobre Activos Corrientes","marcos_l10n_do.default_chart_a_account_599","account.data_account_type_expense","Regular","False"
"marcos_l10n_do.default_chart_a_account_602","61183","Impuestos Sobre la Renta Diferidos","marcos_l10n_do.default_chart_a_account_599","account.data_account_type_expense","Regular","False"
"marcos_l10n_do.default_chart_a_account_603","61184","Crédito Fiscal por Retención de Dividendos","marcos_l10n_do.default_chart_a_account_599","account.data_account_type_expense","Regular","False"
"marcos_l10n_do.default_chart_a_account_604","61185","Impuestos de años anteriores","marcos_l10n_do.default_chart_a_account_599","account.data_account_type_expense","Regular","False"
"marcos_l10n_do.default_chart_a_account_605","61186","Impuestos sobre Activos de años anteriores","marcos_l10n_do.default_chart_a_account_599","account.data_account_type_expense","Regular","False"
