5701,,57,ROJO PINTURA,0,0,0,,,0,0,0,3
5702,,57,BLANCO SECANTE,0,0,0,,,0,0,0,3
5701,,57,ACABADO,0,0,0,,,0,0,0,3
114,,1,POSITIVOS ATP,35,28,10,,,4,20,0,3
4601,,46,COLORES POSITIVOS,0,0,0,,,20,100,1000,3
5801,,58,KIT WHITE,0,0,0,,,0,0,0,3
5901,,59,MIEL,0,0,0,,,0,0,0,3
5902,,59,NEGRO,0,0,0,,,0,0,0,3
6001,,60,8+9,0,0,0,,,0,0,0,0
4301,,43,RESINA P/ PINTURA,0,0,0,,,0,0,0,0
0,,0,ACRILYC TOWER PAINT,0,0,0,,,0,0,0,0
0,,0,ACRILYC TOWER PAINT COLORES PO,0,0,0,,,0,0,0,0
0,,0,POSITIVOS ATP,0,0,0,,,0,0,0,0
0,,0,PROCOAT,0,0,0,,,0,0,0,0
0,,0,COLORES POSITIVOS,0,0,0,,,0,0,0,0
0,,0,ACRILYC TOWER PAINT,0,0,0,,,0,0,0,0
0,,0,ACRILYC TOWER PAINT COLORES PO,0,0,0,,,0,0,0,0
0,,0,POSITIVOS ATP,0,0,0,,,0,0,0,0
0,,0,PROCOAT,0,0,0,,,0,0,0,0
0,,0,COLORES POSITIVOS,0,0,0,,,0,0,0,0
510,,5,SATINADA,0,0,0,,,0,0,0,2
